epoch,train_loss,val_loss,val_acc_top1,val_acc_top3
43,2302.993444085121,1.2179702520370483,0.5756199955940247,0.8681899905204773
44,2297.9023119211197,1.218074083328247,0.5724499821662903,0.8673999905586243
45,2299.414025425911,1.2127149105072021,0.5759400129318237,0.8677200078964233
46,2298.0585910081863,1.2123935222625732,0.5776699781417847,0.8683000206947327
47,2291.2377014160156,1.2087843418121338,0.5784599781036377,0.8698599934577942
48,2292.390068411827,1.210072636604309,0.5750200152397156,0.869159996509552
49,2283.6211206912994,1.2048600912094116,0.5778599977493286,0.8704500198364258
50,2287.905225753784,1.2060856819152832,0.5774700045585632,0.8691999912261963
51,2287.460664510727,1.2077436447143555,0.5792099833488464,0.8690000176429749
52,2285.3438078165054,1.2020756006240845,0.5790200233459473,0.8707500100135803
53,2286.137489914894,1.2037714719772339,0.5808699727058411,0.8700600266456604
54,2277.1950154304504,1.2035508155822754,0.5802500247955322,0.8705099821090698
55,2283.292983174324,1.2048463821411133,0.576740026473999,0.8708000183105469
56,2281.937990665436,1.2003521919250488,0.5797799825668335,0.8708000183105469
57,2278.161164164543,1.195639967918396,0.5815500020980835,0.8721399903297424
58,2279.7260698080063,1.2016721963882446,0.5807399749755859,0.8711699843406677
59,2277.6152114868164,1.2020444869995117,0.5799800157546997,0.8714699745178223
60,2272.8080884218216,1.1990853548049927,0.5800099968910217,0.8729000091552734
61,2274.1190752983093,1.198730707168579,0.5805400013923645,0.8722000122070312
62,2270.0127968788147,1.1959995031356812,0.581279993057251,0.8728200197219849
63,2269.6528998613358,1.1972111463546753,0.5773800015449524,0.8730999827384949
64,2270.17335832119,1.1954885721206665,0.582539975643158,0.8724300265312195
65,2271.6877349615097,1.1912190914154053,0.5830100178718567,0.871749997138977
66,2269.101690530777,1.1931029558181763,0.5846700072288513,0.8740100264549255
67,2265.418154835701,1.1915899515151978,0.5824999809265137,0.8735899925231934
68,2264.244719862938,1.1899843215942383,0.5837699770927429,0.8739200234413147
69,2263.9268020391464,1.1896915435791016,0.5821499824523926,0.8740800023078918
70,2267.654816389084,1.1918972730636597,0.5846199989318848,0.8733100295066833
71,2260.147535800934,1.1901614665985107,0.5848900079727173,0.8736799955368042
72,2260.496974825859,1.1917387247085571,0.5828099846839905,0.8744300007820129
73,2261.1960752010345,1.1849578619003296,0.5860400199890137,0.8759099841117859
74,2259.676081299782,1.1901425123214722,0.5828999876976013,0.8732699751853943
75,2261.509486556053,1.188928484916687,0.5854700207710266,0.8749300241470337
76,2260.7581577301025,1.1882740259170532,0.5849599838256836,0.8735899925231934
77,2258.886966586113,1.1872336864471436,0.5848900079727173,0.8752300143241882
78,2257.075013279915,1.1830679178237915,0.5871000289916992,0.8743399977684021
79,2258.9286711215973,1.1878918409347534,0.5850099921226501,0.8749899864196777
80,2256.8214070796967,1.1891075372695923,0.5843499898910522,0.8751500248908997
81,2256.4456919431686,1.1818434000015259,0.5853000283241272,0.8751400113105774
82,2256.961898088455,1.185839056968689,0.5848100185394287,0.8755999803543091
83,2256.1508082151413,1.1869179010391235,0.5857399702072144,0.8754500150680542
84,2253.0347734689713,1.186678409576416,0.5834500193595886,0.8737099766731262
85,2257.38484954834,1.1836189031600952,0.5859799981117249,0.8754100203514099
86,2252.978605031967,1.1810575723648071,0.5868200063705444,0.8768600225448608
87,2256.7069416046143,1.1894479990005493,0.585669994354248,0.8752599954605103
88,2249.570589661598,1.1893376111984253,0.5853000283241272,0.8751999735832214
89,2248.9368193149567,1.1819528341293335,0.5858100056648254,0.8767200112342834
90,2255.072893977165,1.1862326860427856,0.582319974899292,0.8753499984741211
91,2251.3943623304367,1.1797987222671509,0.5853300094604492,0.8766800165176392
92,2250.3207837343216,1.18416166305542,0.5836899876594543,0.8769199848175049
93,2247.527384519577,1.1792806386947632,0.5862600207328796,0.8777499794960022
94,2251.1054397821426,1.1819154024124146,0.5856199860572815,0.876039981842041
95,2245.769038915634,1.1780455112457275,0.5882099866867065,0.8769099712371826
96,2248.775724887848,1.181092619895935,0.587440013885498,0.8762999773025513
97,2250.681494832039,1.1848444938659668,0.5873000025749207,0.8757799863815308
98,2245.9905306100845,1.1774978637695312,0.5866600275039673,0.8784999847412109
99,2244.3927359580994,1.1794953346252441,0.5889999866485596,0.8770999908447266
100,2247.9441970586777,1.1759341955184937,0.5877100229263306,0.876800000667572
