epoch,train_loss,val_loss,val_acc_top1
1,0.5739768384933471,0.5238165855407715,0.7506250143051147
2,0.5307661641120911,0.5078302025794983,0.7604749798774719
3,0.5141424424171448,0.4951592683792114,0.7689499855041504
4,0.5038776102542877,0.48804759979248047,0.7739250063896179
5,0.49439094595909117,0.48031869530677795,0.7814750075340271
6,0.48905526890754697,0.4736327528953552,0.784850001335144
7,0.48473920178413393,0.470780611038208,0.787850022315979
8,0.48013217210769654,0.4654337465763092,0.7901750206947327
9,0.47619369521141053,0.46414750814437866,0.7914000153541565
10,0.47471684494018557,0.4637487232685089,0.7925999760627747
11,0.4720168622493744,0.4620729088783264,0.7924249768257141
12,0.4690474897861481,0.45949438214302063,0.7930999994277954
13,0.46798220052719114,0.45870405435562134,0.7942500114440918
14,0.46615835146903994,0.45883452892303467,0.7945250272750854
15,0.46621813941001894,0.4565718173980713,0.7984750270843506
16,0.4658331070423126,0.45535513758659363,0.7952250242233276
17,0.46339616723060606,0.45609989762306213,0.7968000173568726
18,0.46272275586128236,0.45489707589149475,0.796500027179718
19,0.46109407033920286,0.45366963744163513,0.7960249781608582
20,0.45963664021492007,0.4523670971393585,0.7983999848365784
21,0.4609640649795532,0.45103153586387634,0.7992749810218811
22,0.45942999148368835,0.45267632603645325,0.7970499992370605
23,0.45998835554122924,0.4508146047592163,0.7987750172615051
24,0.46063817863464357,0.4533988833427429,0.796875
25,0.4583030385494232,0.4498818814754486,0.8000749945640564
26,0.4584271127700806,0.45076167583465576,0.7992249727249146
27,0.4567080913543701,0.45061829686164856,0.7976499795913696
28,0.45807942662239076,0.45043954253196716,0.7985000014305115
29,0.4573920128822327,0.45223915576934814,0.7967000007629395
30,0.4560815485954285,0.4502134323120117,0.7987499833106995
31,0.4566105004787445,0.44973692297935486,0.799049973487854
32,0.4566755999088287,0.4490204453468323,0.7996000051498413
33,0.4561311780452728,0.4503296911716461,0.7992749810218811
34,0.45653864698410035,0.45079994201660156,0.7993000149726868
35,0.4552706241607666,0.450242280960083,0.79830002784729
36,0.4550354642391205,0.4488002061843872,0.8005250096321106
37,0.4562097932815552,0.44782501459121704,0.800000011920929
38,0.4543921220779419,0.44963338971138,0.8001750111579895
39,0.4550296515464783,0.45115506649017334,0.7980750203132629
40,0.454144815826416,0.4488902688026428,0.7996500134468079
41,0.4549001244068146,0.44876012206077576,0.7994750142097473
42,0.4547130208492279,0.4483809471130371,0.8000249862670898
43,0.45490956058502197,0.4481700658798218,0.8012250065803528
44,0.45437989182472227,0.44728270173072815,0.8004249930381775
45,0.4544276874542236,0.4487592875957489,0.8002750277519226
46,0.4541632964134216,0.45042744278907776,0.8000749945640564
47,0.4543905912876129,0.4470874071121216,0.8017249703407288
48,0.4545002473831177,0.44871094822883606,0.8017249703407288
49,0.4543347137451172,0.448528528213501,0.8006749749183655
50,0.4540662050247192,0.44946524500846863,0.8000500202178955
51,0.45413716874122617,0.44744575023651123,0.8010749816894531
52,0.45310846905708313,0.44723784923553467,0.8011500239372253
53,0.4533342980384827,0.44726982712745667,0.8014749884605408
54,0.45383214745521544,0.44826236367225647,0.8011249899864197
55,0.45291061935424803,0.4461742043495178,0.8024250268936157
56,0.4521207615852356,0.44449925422668457,0.8017749786376953
57,0.4529293954372406,0.4453686475753784,0.8014249801635742
58,0.454303332901001,0.4462478458881378,0.8013250231742859
59,0.4536572214126587,0.4456123411655426,0.802649974822998
60,0.4536077343940735,0.4460350573062897,0.8010249733924866
61,0.45257435531616214,0.44440287351608276,0.802524983882904
62,0.4539560609817505,0.44662222266197205,0.8015499711036682
63,0.45249295601844786,0.44552910327911377,0.8020250201225281
64,0.45209768509864806,0.4478614330291748,0.7997249960899353
65,0.4531431299686432,0.44684502482414246,0.8015249967575073
66,0.45128962779045106,0.4466056525707245,0.8008999824523926
67,0.45134401931762697,0.44441741704940796,0.802524983882904
68,0.4531101417541504,0.44560757279396057,0.8022000193595886
69,0.45193914051055906,0.4463784098625183,0.8009499907493591
70,0.4531824934005737,0.4447394013404846,0.8027999997138977
71,0.4512618226528168,0.44680508971214294,0.8014500141143799
